company_id,company_name,industry,working_capital_to_total_assets,retained_earnings_to_total_assets,ebit_to_total_assets,market_value_equity_to_total_liabilities,sales_to_total_assets,current_ratio,quick_ratio,debt_to_equity,interest_coverage,net_profit_margin,return_on_assets,return_on_equity,altman_z_score,is_bankrupt,years_to_bankruptcy
COMP_0874,Pioneer Systems #325,Manufacturing,-0.324,-0.1414,-0.0846,0.0091,0.639,0.351,0.2147,2.9032,-1.3311,-0.1853,-0.1184,-0.4623,-0.2214,1,2.0
COMP_0394,Advanced Solutions #647,Energy,0.0907,-0.0075,0.0215,0.0264,0.4501,1.5764,1.2759,1.2536,0.8909,-0.0046,-0.0021,-0.0046,0.6353,0,
COMP_0164,Advanced Manufacturing,Retail,0.235,0.3507,0.089,1.8415,1.3186,1.9404,1.2396,1.1964,2.9503,0.034,0.0448,0.0984,3.4901,0,
COMP_0249,Quantum Partners,Construction,0.1132,-0.1728,0.0193,0.0319,0.674,1.2618,0.7576,1.8477,0.519,-0.0196,-0.0132,-0.0377,0.6507,0,
COMP_0635,Strategic Partners,Manufacturing,-0.1547,0.4021,0.2254,3.846,1.257,0.4991,0.4304,1.3624,9.1678,0.1306,0.1641,0.3877,4.6856,0,
COMP_0886,Dynamic Industries #429,Construction,-0.1042,-0.5794,-0.0356,0.0048,0.4291,0.7952,0.3532,126.6685,-0.2415,-0.3191,-0.1369,-5.0,-0.6217,1,4.0
COMP_0670,Strategic Dynamics #387,Manufacturing,0.3792,0.1887,0.0524,2.138,0.9336,6.2532,4.0227,0.4018,3.9045,0.0325,0.0304,0.0426,3.1084,0,
COMP_0376,Omega Logistics #146,Technology,0.2308,0.5994,0.543,22.7948,1.5142,2.3623,1.6583,0.585,30.4708,0.2649,0.4011,0.6357,18.0991,0,
COMP_0413,Summit Holdings #373,Healthcare,0.1903,0.2029,0.112,1.623,0.6121,1.6091,1.2456,0.9149,5.233,0.1164,0.0712,0.1364,2.4681,0,
COMP_0075,Stellar Ventures #421,Transportation,-0.0869,0.2608,0.0779,0.3712,0.804,0.7856,0.4863,2.6431,1.9416,0.0369,0.0297,0.1081,1.5447,0,
COMP_0114,Strategic Group,Retail,-0.0451,0.1779,0.0948,1.2696,1.3795,0.8643,0.6352,4.3405,2.8361,0.0357,0.0492,0.2627,2.649,0,
COMP_0599,Omega Technologies #562,Transportation,0.1377,0.0125,0.0218,0.0253,0.4558,2.3621,1.5559,1.2094,1.0916,0.0033,0.0015,0.0033,0.7259,0,
COMP_0962,Nova Corp,Retail,-0.0213,-0.6,-0.0232,0.0052,0.8544,0.9115,0.5423,9.9592,-0.3269,-0.0877,-0.0749,-0.8209,-0.0846,1,4.0
COMP_0391,Titan Group,Construction,0.2838,-0.0145,0.0375,0.0265,0.7161,2.0703,1.4766,1.3087,0.907,-0.0039,-0.0028,-0.0064,1.1761,0,
COMP_0105,Pinnacle Industries #21,Construction,0.2634,0.1128,0.1282,0.9624,0.9538,1.6811,1.1427,3.2219,2.984,0.0642,0.0612,0.2584,2.4284,0,
COMP_0115,Pinnacle Enterprises #134,Energy,0.0434,0.0085,0.0411,0.0183,0.3489,1.1456,1.0489,1.948,1.023,0.0018,0.0006,0.0018,0.5597,0,
COMP_0418,Pinnacle Manufacturing #447,Manufacturing,0.1948,0.2925,0.0439,0.4696,1.1259,1.8494,1.584,0.844,2.6478,0.0174,0.0196,0.0361,2.1958,0,
COMP_0526,Pinnacle Solutions,Financial Services,-0.2367,-0.0561,0.012,0.011,0.133,0.6035,0.4226,9.0,0.5645,-0.0516,-0.0069,-0.0686,-0.1832,0,
COMP_0458,Titan Manufacturing #247,Transportation,-0.1023,0.3936,0.0735,0.5456,0.7617,0.6108,0.3963,1.4134,1.9222,0.0349,0.0266,0.0641,1.7602,0,
COMP_0410,United Services #283,Technology,0.1262,0.2522,0.0867,1.6815,0.52,1.4957,1.286,0.9554,3.018,0.0837,0.0435,0.0851,2.3194,0,
COMP_0093,Horizon Innovations #598,Telecommunications,-0.1868,0.1005,0.1458,1.5815,0.4814,0.6656,0.4116,8.4535,2.8337,0.151,0.0727,0.6874,1.828,0,
COMP_0931,Summit International,Energy,-0.331,-0.3936,0.0061,0.0046,0.1143,0.1312,0.0366,18.0279,0.0733,-0.5458,-0.0624,-1.1868,-0.8112,1,3.0
COMP_0090,Quantum Holdings,Telecommunications,-0.0094,0.0959,0.0789,0.4884,0.4355,0.9736,0.7155,8.9045,1.4743,0.0466,0.0203,0.2012,1.1118,0,
COMP_0337,Omega Innovations #543,Real Estate,-0.1108,0.0866,0.0499,0.0573,0.5028,0.6372,0.4129,1.9829,1.1333,0.0093,0.0047,0.0139,0.6901,0,
COMP_0989,Dynamic Dynamics #6,Healthcare,0.1937,-0.2504,-0.0063,0.0034,0.05,1.4897,0.9599,100.2152,-0.0821,-1.2845,-0.0642,-5.0,-0.0869,1,2.0
COMP_0922,Strategic Industries #336,Energy,-0.3436,-0.2743,-0.015,0.0048,0.4568,0.1469,0.0641,118.3895,-0.1125,-0.2591,-0.1184,-5.0,-0.3862,1,4.0
COMP_0934,Stellar International,Transportation,0.0179,-0.2451,-0.015,0.0071,0.4271,1.0663,0.4447,102.1508,-0.1549,-0.2099,-0.0896,-5.0,0.06,1,1.0
COMP_0606,Pioneer Innovations #179,Energy,0.0324,0.0577,0.0443,0.1131,0.35,1.081,0.9924,2.7786,1.2087,0.0172,0.006,0.0228,0.6839,0,
COMP_0594,Global Services #398,Real Estate,-0.1148,-0.008,0.0404,0.0196,0.3706,0.731,0.4159,2.3755,0.9222,-0.0069,-0.0025,-0.0086,0.3667,0,
COMP_0612,Elite Industries #440,Retail,-0.0877,0.1684,0.1073,1.1918,2.2798,0.771,0.3942,2.91,3.6908,0.0283,0.0646,0.2524,3.4796,0,
COMP_0095,Alpha Corp #524,Telecommunications,-0.1438,0.1161,0.0582,0.7662,0.288,0.619,0.4451,2.9598,2.2579,0.0881,0.0254,0.1005,0.9298,0,
COMP_0012,Alpha Dynamics,Real Estate,-0.234,-0.1607,0.0203,0.0181,0.1106,0.2994,0.1786,1.548,0.578,-0.1036,-0.0115,-0.0292,-0.3172,0,
COMP_0397,Stellar Innovations #575,Technology,0.5685,0.4314,0.2703,9.2834,1.3601,3.9414,2.8978,0.8104,11.7617,0.1431,0.1947,0.3525,9.1083,0,
COMP_0534,Nova Industries,Healthcare,0.1693,0.4043,0.0498,0.4707,0.3295,1.8345,1.2694,1.3496,2.1739,0.0624,0.0206,0.0483,1.5456,0,
COMP_0044,Stellar Services,Financial Services,-0.1316,0.095,0.0889,1.2157,0.3643,0.6689,0.4795,9.0,3.3284,0.126,0.0459,0.4588,1.3623,0,
COMP_0043,Apex Ventures,Construction,0.3246,-0.0372,0.0203,0.0169,0.8545,2.1109,1.595,1.9864,0.7033,-0.0083,-0.0071,-0.0211,1.2692,0,
COMP_0330,Global International,Energy,0.1099,0.0419,0.0479,0.277,0.5956,1.4287,1.3572,1.4026,1.477,0.0179,0.0107,0.0257,1.1104,0,
COMP_0168,Premier Partners #624,Manufacturing,0.1669,0.5259,0.1538,3.8609,0.9531,1.9432,1.1309,0.8065,9.3616,0.1164,0.1109,0.2003,4.7138,0,
COMP_0498,Elite Partners #399,Financial Services,-0.188,0.0763,0.0818,0.982,0.2922,0.5777,0.3527,9.0,2.9152,0.1439,0.0421,0.4206,1.0326,0,
COMP_0877,Horizon Enterprises #228,Energy,-0.1973,-0.2849,-0.0563,0.0071,0.4169,0.3577,0.1252,1.7897,-0.9947,-0.2375,-0.099,-0.2762,-0.4003,1,1.0
COMP_0598,Pioneer Group,Construction,0.173,0.0111,0.0372,0.0249,1.4591,1.4189,1.2936,1.5338,1.0441,0.0008,0.0012,0.0031,1.8197,0,
COMP_0757,Nova Services,Construction,0.2991,0.3037,0.0448,0.3768,1.3216,1.8752,1.4453,1.279,1.6058,0.0103,0.0136,0.0311,2.4796,0,
COMP_0101,Quantum Systems,Telecommunications,0.0803,0.0142,0.0447,0.2513,0.394,1.3615,1.0009,1.6236,1.2763,0.018,0.0071,0.0186,0.8086,0,
COMP_0427,Alpha Ventures #550,Telecommunications,-0.0615,-0.439,0.0013,0.0217,0.2668,0.8198,0.5571,2.1637,0.0401,-0.092,-0.0246,-0.0777,-0.4042,0,
COMP_0179,Dynamic Manufacturing #132,Real Estate,-0.2685,-0.0552,0.0217,0.0395,0.3072,0.2714,0.2262,1.7243,0.7161,-0.0196,-0.006,-0.0164,0.003,0,
COMP_0445,Global Systems #257,Energy,-0.0245,-0.0339,0.0246,0.0222,0.5359,0.8978,0.7355,1.981,0.7371,-0.0127,-0.0068,-0.0203,0.5536,1,2.0
COMP_0417,Premier Industries,Real Estate,-0.2851,-0.3147,0.0165,0.0154,0.1073,0.362,0.2841,4.6349,0.2605,-0.3044,-0.0327,-0.1841,-0.6117,0,
COMP_0871,United International #267,Retail,-0.6622,-0.5651,-0.06,0.0048,1.1649,0.1742,0.1041,105.045,-0.4261,-0.1314,-0.1531,-5.0,-0.6161,1,1.0
COMP_0883,Apex Services,Retail,-0.3008,-0.2405,-0.0633,0.0028,1.2109,0.4912,0.2141,10.5102,-0.6672,-0.0978,-0.1185,-1.3638,0.3059,1,5.0
COMP_0681,Global Innovations #84,Construction,0.4112,-0.0819,0.0053,0.0362,1.0576,2.8779,2.1238,1.4314,0.1468,-0.0234,-0.0248,-0.0603,1.4755,1,1.0
COMP_0178,Pinnacle Corp #411,Manufacturing,0.1635,0.348,0.1115,1.2978,0.8758,1.5516,0.9709,1.7302,2.5204,0.0614,0.0538,0.1468,2.7058,0,
COMP_0396,United Services,Telecommunications,-0.082,0.0828,0.1309,1.9299,0.7032,0.6501,0.5289,2.5443,2.8288,0.099,0.0696,0.2466,2.3106,0,
COMP_0912,Stellar Logistics,Manufacturing,-0.3752,-0.4838,-0.0775,0.0051,0.564,0.2869,0.1474,108.0362,-0.5619,-0.2775,-0.1565,-5.0,-0.8162,1,4.0
COMP_0794,Pioneer Systems #172,Telecommunications,-0.2709,0.2587,0.0422,0.1182,0.1474,0.3861,0.2712,2.1209,1.3512,0.0576,0.0085,0.0265,0.3948,0,
COMP_0961,Pioneer Technologies #214,Manufacturing,-0.3036,-0.3181,-0.0342,0.003,0.5821,0.3399,0.1665,7.7736,-0.4535,-0.1356,-0.0789,-0.6924,-0.3386,1,2.0
COMP_0685,Strategic Enterprises #262,Manufacturing,0.1831,0.1619,0.0723,1.2144,0.7026,1.8776,0.841,0.8623,2.2185,0.0453,0.0318,0.0593,2.1162,0,
COMP_0384,Omega Enterprises #118,Healthcare,0.5197,0.5177,0.1024,2.3523,0.7892,5.3533,4.4041,0.8349,4.4306,0.0812,0.0641,0.1176,3.8871,0,
COMP_0957,Titan Enterprises #64,Retail,-0.0772,-0.4366,-0.0388,0.0054,1.0422,0.7813,0.2682,104.4604,-0.3121,-0.1235,-0.1287,-5.0,0.2137,1,4.0
COMP_0752,Pioneer Holdings #393,Manufacturing,0.1379,0.1947,0.0653,1.3714,0.7022,1.6155,1.0407,0.9925,3.8493,0.055,0.0386,0.077,2.1784,0,
COMP_0258,Stellar Manufacturing #326,Manufacturing,0.2403,-0.004,0.0198,0.0372,1.0451,2.0705,1.4292,0.8241,0.961,-0.0006,-0.0007,-0.0012,1.4154,0,
COMP_0539,Titan Holdings,Energy,-0.0093,0.2225,0.1307,1.4242,0.5458,0.9747,0.5259,3.2705,3.634,0.1281,0.0699,0.2985,2.1319,0,
COMP_0336,Horizon Industries #642,Telecommunications,-0.0437,0.2435,0.0712,0.993,0.3015,0.7985,0.659,2.9022,2.1258,0.1074,0.0324,0.1264,1.4207,0,
COMP_0016,Prime Group #397,Construction,0.2108,0.2832,0.0723,0.9366,1.2062,1.584,1.0548,1.4816,3.2045,0.0312,0.0377,0.0935,2.656,0,
COMP_0325,Apex International,Real Estate,-0.0986,0.0143,0.0421,0.034,0.3465,0.6727,0.4269,1.6429,1.0641,0.0062,0.0021,0.0057,0.4076,0,
COMP_0759,Summit Industries #667,Manufacturing,0.2512,0.262,0.0644,1.6593,1.112,2.1984,1.5056,0.578,3.1441,0.0291,0.0324,0.0511,2.9885,0,
COMP_0223,Strategic Industries #188,Construction,0.2377,0.4085,0.0758,0.7618,0.8267,1.994,1.6451,1.3259,2.6122,0.0455,0.0376,0.0876,2.3908,0,
COMP_0180,Strategic Group #219,Energy,0.1956,0.0187,0.0475,0.517,0.5122,2.0522,1.3128,1.4071,1.5663,0.0268,0.0137,0.0331,1.2402,0,
COMP_0984,Pioneer Services #53,Transportation,-0.0922,-0.2772,-0.0121,0.0042,0.2693,0.6553,0.3452,103.9853,-0.1058,-0.3456,-0.0931,-5.0,-0.2668,1,1.0
COMP_0023,Nova Enterprises #47,Manufacturing,0.0919,0.2502,0.0481,0.7602,1.2228,1.3686,0.8888,1.078,1.9448,0.0151,0.0185,0.0384,2.2981,0,
COMP_0357,Titan Technologies,Manufacturing,-0.005,0.2236,0.1991,3.0344,1.0737,0.9857,0.6833,3.2487,5.1378,0.1245,0.1336,0.5678,3.8583,0,
COMP_0667,Nova Manufacturing,Energy,0.0398,0.2538,0.0672,0.5025,0.476,1.133,0.7867,1.3192,1.8417,0.0498,0.0237,0.055,1.4021,0,
COMP_0862,Summit Systems #285,Real Estate,-0.2578,-0.3719,-0.029,0.0034,0.2056,0.1624,0.1181,3.5462,-0.3356,-0.4326,-0.089,-0.4044,-0.7181,1,3.0
COMP_0341,United Ventures #618,Transportation,0.1914,0.186,0.0769,0.5188,0.775,2.0377,1.295,4.1077,1.7232,0.0331,0.0257,0.131,1.8302,0,
COMP_0432,United Solutions #143,Construction,0.3007,0.0186,0.046,0.2813,0.9444,2.3597,1.7881,1.6656,1.3085,0.0089,0.0084,0.0225,1.6518,0,
COMP_0552,Elite Services #660,Financial Services,-0.0607,0.1003,0.0746,0.4718,0.3255,0.8583,0.5747,8.4685,2.0551,0.0896,0.0291,0.276,0.9223,0,
COMP_0834,Omega Systems,Manufacturing,-0.3632,-0.2205,-0.043,0.0057,0.755,0.2823,0.1708,99.5912,-0.4039,-0.1606,-0.1212,-5.0,-0.128,1,5.0
COMP_0204,Advanced Technologies #535,Transportation,-0.0048,0.342,0.0812,1.6,0.9121,0.9792,0.5078,1.7778,2.9805,0.047,0.0429,0.1191,2.6129,0,
COMP_0631,Nova Holdings #665,Construction,0.2523,0.2437,0.1,1.4881,1.0205,1.7886,1.273,1.038,5.1055,0.0628,0.0641,0.1307,2.8873,0,
COMP_0094,Nova Systems,Financial Services,-0.1917,-0.125,0.0113,0.0282,0.05,0.5631,0.4292,2.7942,0.2888,-0.4291,-0.0215,-0.0814,-0.301,0,
COMP_0559,Dynamic Industries,Construction,0.1376,0.382,0.0867,0.8695,1.3894,1.426,1.1639,1.4871,2.3178,0.0296,0.0411,0.1021,2.897,0,
COMP_0069,Titan Innovations #425,Technology,0.4321,0.3041,0.0605,0.7059,0.6165,2.9866,2.269,0.8353,4.2651,0.0602,0.0371,0.0681,2.1838,0,
COMP_0623,United Holdings #217,Manufacturing,0.2629,0.019,0.0322,0.0434,0.6141,2.7942,2.2199,1.1546,1.0683,0.0026,0.0016,0.0034,1.0886,0,
COMP_0285,Alpha Solutions #152,Retail,0.0958,0.2811,0.0715,0.5961,1.2783,1.3455,0.7841,1.0601,2.8922,0.0282,0.036,0.0742,2.3806,0,
COMP_0845,Titan Services,Technology,-0.1414,-0.2498,-0.0268,0.0038,0.8812,0.6394,0.3677,104.7141,-0.2548,-0.1193,-0.1051,-5.0,0.2756,1,2.0
COMP_0435,United International #591,Retail,0.2841,0.0767,0.0995,1.2265,1.8821,2.4274,1.6957,1.7219,2.6365,0.0262,0.0493,0.1341,3.3947,0,
COMP_0154,Titan Manufacturing #312,Healthcare,0.3459,0.5852,0.101,1.7383,0.6267,3.032,1.9372,0.6232,5.7739,0.0959,0.0601,0.0975,3.2373,0,
COMP_0076,Vanguard International #427,Retail,0.1613,0.2991,0.1253,0.9616,1.7496,1.8234,1.2115,2.1765,2.6847,0.033,0.0578,0.1835,3.3522,0,
COMP_0731,Dynamic Logistics,Construction,0.2393,0.0155,0.044,0.1821,1.2474,2.0004,1.0495,1.9117,1.2183,0.0052,0.0065,0.0188,1.8106,0,
COMP_0447,Advanced Services #148,Financial Services,-0.172,0.1014,0.0497,0.2561,0.2727,0.5993,0.3957,8.3717,2.104,0.0768,0.0209,0.1962,0.526,0,
COMP_0189,Dynamic Technologies #340,Healthcare,0.3142,0.0661,0.0479,0.1323,0.3666,2.1627,1.6624,1.5451,1.3275,0.0239,0.0088,0.0223,1.0739,0,
COMP_0272,Pioneer Services #327,Technology,0.4406,0.2863,0.0502,2.574,0.6367,6.0782,4.4139,0.3626,4.0888,0.0453,0.0289,0.0393,3.2764,0,
COMP_0237,Summit Holdings,Transportation,0.1702,0.2942,0.0611,0.7852,0.8881,1.9646,1.1539,2.2287,1.9458,0.0253,0.0225,0.0725,2.1772,0,
COMP_0488,United Enterprises,Energy,0.0701,0.0855,0.0455,0.4268,0.8166,1.2315,1.0738,1.3269,1.4177,0.0128,0.0105,0.0244,1.4267,0,
COMP_0118,Stellar International #182,Manufacturing,0.3493,0.3377,0.0799,0.9476,0.7814,3.5402,2.1706,0.9627,3.0656,0.0527,0.0412,0.0809,2.5056,0,
COMP_0944,United Industries #678,Retail,-0.1714,-0.1927,-0.1382,0.0033,1.7805,0.6834,0.3906,10.5669,-1.8147,-0.1,-0.178,-2.0586,0.8508,1,5.0
COMP_0513,Pioneer Ventures #584,Telecommunications,0.191,0.4038,0.1176,2.5984,0.5436,2.0144,1.7425,1.3528,3.3613,0.1212,0.0659,0.155,3.2852,0,
COMP_0826,Omega Group #330,Technology,-0.2893,-0.3767,0.1055,0.0849,0.4997,0.3989,0.2104,8.2909,1.1585,0.0246,0.0123,0.114,0.024,1,1.0
COMP_0592,United Ventures #668,Real Estate,-0.3179,0.0852,0.0401,0.3014,0.3699,0.4085,0.279,2.6071,2.4992,0.0512,0.0189,0.0683,0.421,0,
COMP_0127,Pioneer Technologies,Technology,0.4117,0.1569,0.2235,5.1175,1.2481,3.9937,2.4776,0.4623,15.2783,0.1267,0.1581,0.2312,5.7697,0,
COMP_0117,Titan Industries #227,Technology,0.2301,0.0325,0.0244,0.2896,0.645,2.0773,1.7287,0.7078,1.4597,0.0092,0.0059,0.0101,1.2207,1,2.0
COMP_0474,Elite Partners #617,Retail,0.184,0.3179,0.0591,0.7979,2.3764,2.0541,1.0734,1.9879,1.8004,0.009,0.0214,0.064,3.7163,0,
COMP_0694,Quantum Industries #656,Real Estate,-0.2514,0.0363,0.0305,0.0582,0.2522,0.4501,0.2644,1.9665,1.1253,0.0106,0.0027,0.0079,0.1369,1,3.0
COMP_0058,Prime Technologies #503,Manufacturing,0.165,0.2708,0.0518,2.0738,0.7757,2.3192,1.7297,0.368,5.2085,0.042,0.0326,0.0445,2.768,0,
COMP_0864,Prime Enterprises #19,Construction,-0.0941,-0.4265,-0.007,0.0049,0.175,0.7664,0.4298,117.367,-0.0488,-0.6511,-0.114,-5.0,-0.5551,1,5.0
COMP_0913,Premier Holdings #510,Financial Services,-0.6628,-0.2119,-0.0035,0.0044,0.05,0.0701,0.0224,115.1013,-0.0385,-1.4765,-0.0738,-5.0,-1.0509,1,1.0
COMP_0370,Apex Partners,Construction,0.3556,0.5324,0.0742,1.6898,0.931,2.8389,1.8796,0.7845,3.3627,0.0422,0.0393,0.0701,3.3616,0,
COMP_0269,Pinnacle Innovations #470,Transportation,0.1306,-0.2754,0.0027,0.0323,0.5357,1.3705,1.0694,1.2477,0.0665,-0.0568,-0.0304,-0.0684,0.3351,0,
COMP_0047,Global Services #9,Retail,0.0522,-0.0215,0.0221,0.0147,1.1176,1.2163,1.0657,1.5233,0.5505,-0.0115,-0.0129,-0.0324,1.2319,1,5.0
COMP_0350,Omega Innovations #529,Manufacturing,0.1161,0.4275,0.1336,2.6813,1.2273,1.3882,0.9776,1.2221,4.9249,0.066,0.081,0.1801,4.0149,0,
COMP_0196,Premier Services,Technology,0.3495,0.6182,0.2428,8.437,1.2824,2.5285,1.9578,0.5366,12.4144,0.1349,0.173,0.2658,8.4309,0,
COMP_1000,Elite Partners,Energy,-0.2513,-0.5828,0.0438,0.0027,0.6529,0.1659,0.0794,3.2993,0.5875,-0.0392,-0.0256,-0.11,-0.3184,1,5.0
COMP_0835,Summit Systems #36,Telecommunications,-0.2686,-0.1902,0.0435,0.0047,0.3114,0.3806,0.1855,7.3585,0.6301,-0.0649,-0.0202,-0.1689,-0.1308,1,2.0
COMP_0737,Titan Ventures #161,Construction,0.382,0.4692,0.1277,1.6835,1.078,3.6521,2.5086,1.0245,3.7747,0.0776,0.0837,0.1694,3.625,0,
COMP_0264,Prime Industries,Real Estate,-0.1901,0.1184,0.0574,0.189,0.2842,0.5319,0.3483,3.3552,1.5392,0.0515,0.0146,0.0638,0.5245,0,
COMP_0444,Prime Systems #265,Retail,0.0023,-0.0429,0.0261,0.0277,1.2394,1.0072,0.67,2.1824,0.7253,-0.0061,-0.0076,-0.0241,1.2848,0,
COMP_0676,Omega Group,Construction,0.2054,0.5923,0.1486,5.4562,1.5705,2.2465,1.8259,0.6038,7.6439,0.0693,0.1089,0.1746,6.4104,0,
COMP_0305,Strategic Ventures #629,Energy,0.0323,0.2377,0.0432,0.5062,0.5632,1.1629,1.1047,1.5688,1.6779,0.0245,0.0138,0.0355,1.381,0,
COMP_0342,Pinnacle Innovations #501,Healthcare,0.3141,0.3843,0.133,2.5199,0.7606,2.4923,1.4249,1.4721,5.8281,0.1095,0.0833,0.206,3.6265,0,
COMP_0967,Pioneer Group #563,Transportation,-0.3304,-0.1866,0.052,0.0032,0.9562,0.2599,0.1477,8.3702,0.4869,-0.0432,-0.0414,-0.3875,0.4719,1,4.0
COMP_0150,Global Group #589,Technology,0.2092,0.4158,0.1985,2.1675,1.0147,1.7027,1.0479,1.2848,7.2578,0.1421,0.1442,0.3294,3.8034,0,
COMP_0125,United Logistics,Telecommunications,0.013,0.1003,0.0818,0.3925,0.39,1.0413,0.5556,8.4762,2.9231,0.1021,0.0398,0.3773,1.0514,1,3.0
COMP_0787,Premier Group,Technology,0.5465,0.2527,0.1237,2.5018,1.0788,4.5115,3.9102,0.4547,6.3025,0.0776,0.0837,0.1217,3.9976,0,
COMP_0051,Premier International #588,Construction,0.4312,-0.0398,0.0294,0.0462,1.0854,2.3936,1.273,0.892,0.9085,-0.0021,-0.0023,-0.0044,1.672,0,
COMP_0354,Titan Industries #474,Retail,0.2684,0.4226,0.0949,1.4622,2.2183,2.6891,2.253,0.8222,3.6976,0.0243,0.0538,0.098,4.3225,0,
COMP_0928,Apex Industries,Financial Services,-0.1348,-0.2226,0.0415,0.0043,0.3765,0.7215,0.2171,3.373,0.5028,-0.0897,-0.0338,-0.1477,0.0426,1,1.0
COMP_0143,Nova Industries #525,Healthcare,0.0731,0.3463,0.0687,0.9364,0.3583,1.2593,1.0529,1.743,2.1341,0.0725,0.026,0.0712,1.7195,0,
COMP_0471,United Innovations,Construction,0.4932,-0.0218,0.0222,0.0221,0.7807,4.354,3.3213,1.0672,0.7888,-0.0058,-0.0045,-0.0094,1.4285,0,
COMP_0400,Stellar Enterprises #230,Financial Services,-0.3934,-0.0167,0.0293,0.0289,0.3765,0.3256,0.3009,5.6437,0.8503,-0.0109,-0.0041,-0.0272,-0.0048,0,
COMP_0626,Stellar Services #26,Healthcare,0.4029,0.5156,0.1575,3.2215,0.6014,3.1315,1.974,0.8423,7.163,0.1736,0.1044,0.1923,4.2596,0,
COMP_0321,Pioneer Technologies #370,Financial Services,-0.188,0.1129,0.0802,0.8875,0.3678,0.5976,0.3879,7.4171,2.3819,0.1052,0.0387,0.3257,1.0973,0,
COMP_0020,Dynamic Systems,Retail,0.2537,0.0623,0.0459,0.6455,1.4497,2.0989,1.7115,0.9798,1.7157,0.0108,0.0157,0.031,2.3801,0,
COMP_0810,Summit Holdings #160,Real Estate,-0.2648,-0.2068,-0.0297,0.0036,0.137,0.3185,0.1536,8.5859,-0.21,-0.975,-0.1336,-1.2807,-0.5661,1,4.0
COMP_0791,Summit Manufacturing,Technology,0.2563,0.6537,0.2031,11.3157,0.883,2.7553,1.8365,0.4532,15.0042,0.1634,0.1442,0.2096,9.5656,0,
COMP_0809,Horizon Innovations,Financial Services,-0.5285,-0.1663,-0.0035,0.0037,0.114,0.0864,0.0676,13.6504,-0.0482,-0.5516,-0.0629,-0.9211,-0.7623,1,2.0
COMP_0408,Elite Solutions,Manufacturing,0.0995,0.2766,0.0949,0.87,0.8898,1.3316,1.0251,1.6828,2.1989,0.0476,0.0423,0.1135,2.2316,0,
COMP_0538,Advanced Solutions #587,Manufacturing,0.2516,0.4038,0.0562,1.4457,0.9505,2.3566,1.4158,0.7595,2.4104,0.029,0.0275,0.0484,2.8707,0,
COMP_0621,Prime Logistics #491,Retail,0.2684,0.193,0.0734,0.4758,2.5822,2.1514,1.5098,2.2312,1.9958,0.0102,0.0264,0.0854,3.7022,0,
COMP_0039,Advanced Holdings #272,Healthcare,0.3775,0.365,0.0787,0.6185,0.6108,2.3381,1.894,1.6024,2.5044,0.0613,0.0375,0.0975,2.2055,0,
COMP_0176,Omega Systems #124,Retail,0.0774,0.4188,0.0596,0.5262,1.2159,1.282,0.9554,1.2684,2.0369,0.0201,0.0244,0.0553,2.4075,0,
COMP_0246,Pinnacle Partners #475,Technology,0.539,0.6736,0.1602,8.2404,0.9035,4.9444,4.6972,0.4104,10.8918,0.1278,0.1155,0.1629,7.9662,0,
COMP_0829,United Dynamics #433,Telecommunications,-0.1228,-0.4872,-0.0455,0.0025,0.208,0.6351,0.3463,4.5291,-0.3934,-0.5568,-0.1158,-0.6404,-0.7702,1,3.0
COMP_0668,Dynamic Enterprises #103,Telecommunications,-0.0842,0.1806,0.0794,0.8052,0.3308,0.7757,0.4699,4.2604,2.3544,0.1071,0.0354,0.1863,1.2279,0,
COMP_0755,Stellar Manufacturing,Energy,0.0496,0.1756,0.051,0.1312,0.4355,1.1292,0.8211,3.1772,1.2265,0.0156,0.0068,0.0284,0.9881,0,
COMP_0859,Prime Enterprises,Transportation,0.1525,-0.1595,0.0384,0.0023,0.709,1.5241,0.6185,10.6044,0.2827,-0.109,-0.0773,-0.8969,0.7967,1,5.0
COMP_0155,Pinnacle Enterprises #271,Retail,0.0945,0.2102,0.0758,1.5965,1.4599,1.3615,0.81,1.4882,3.1784,0.0268,0.0391,0.0973,3.0756,0,
COMP_0288,Strategic Partners #619,Energy,0.0661,0.4055,0.0864,1.831,0.6086,1.3597,0.8926,1.3426,3.6832,0.075,0.0457,0.1069,2.6394,0,
COMP_0603,Prime Logistics #572,Construction,0.4245,0.4183,0.1311,2.9603,1.4409,3.5064,2.4443,1.271,3.374,0.0478,0.0689,0.1565,4.7447,0,
COMP_0570,Alpha Services #112,Energy,0.0612,0.0062,0.0179,0.1133,0.4315,1.4167,1.1722,0.46,1.1876,0.0052,0.0022,0.0033,0.6407,0,
COMP_0744,Omega Ventures #245,Healthcare,0.2519,0.2507,0.1019,2.1978,0.8678,2.1192,1.6394,0.6774,4.8358,0.0809,0.0702,0.1178,3.1761,0,
COMP_0018,Alpha Enterprises #558,Manufacturing,0.0171,0.0698,0.0455,0.2352,0.6809,1.0552,0.6893,1.4472,1.36,0.0138,0.0094,0.023,1.0903,0,
COMP_0128,Omega Manufacturing #383,Construction,0.3925,-0.0363,0.0209,0.0313,1.1158,2.415,1.7029,0.9626,0.8136,-0.0032,-0.0035,-0.0069,1.6237,0,
COMP_0323,Strategic Holdings #601,Transportation,-0.177,0.3546,0.0575,0.9038,0.5308,0.51,0.3201,1.679,2.3059,0.0503,0.0267,0.0715,1.5468,0,
