working_capital_to_total_assets,retained_earnings_to_total_assets,ebit_to_total_assets,market_value_equity_to_total_liabilities,sales_to_total_assets,current_ratio,quick_ratio,debt_to_equity,interest_coverage,net_profit_margin,return_on_assets,return_on_equity,is_insolvent,company_id,company_name,industry,company_size,economic_cycle
-0.0239,-0.133,0.0144,0.4991,0.3072,0.6648,0.1668,5.9653,1.5841,-0.0236,-0.058,-0.1108,1,COMP_06239,Innovative Devices Corp,Telecommunications,medium,contraction
0.0739,0.0608,-0.058,0.6928,0.8593,0.5023,0.5989,9.2295,0.0623,-0.045,0.003,-0.1049,1,COMP_07351,Crown Med SA,Financial Services,medium,contraction
-0.1658,0.0814,0.0166,0.4433,0.5939,1.051,0.7891,5.4265,2.6523,-0.0547,-0.1002,-0.038,1,COMP_07831,Horizon Networks PLC,Real Estate,micro,peak
0.2449,0.3089,0.1328,2.9928,2.0989,1.1839,0.8004,0.7001,4.2005,0.092,0.0466,0.058,0,COMP_00761,Freedom Bio Co,Semiconductors,large,contraction
-0.2829,-0.0237,-0.0957,0.5703,0.847,0.9254,0.9392,3.899,1.4679,-0.0302,-0.0346,-0.1278,1,COMP_06255,Zenith Works Corp,Entertainment,medium,contraction
0.2398,0.2787,0.0355,2.697,1.3355,1.2423,1.3983,0.7546,5.1245,0.0471,0.0401,0.033,0,COMP_01907,Legacy Commerce Holdings,Biotechnology,large,contraction
0.1685,0.3114,0.0289,1.4709,1.4102,1.655,1.7006,1.0989,4.0371,-0.0027,0.0651,0.1043,0,COMP_03819,Vanguard Components PLC,Transportation,large,contraction
-0.2284,-0.0517,-0.0103,1.0872,0.3765,1.0149,0.9147,1.8158,1.0889,-0.0444,0.0394,-0.1084,1,COMP_06270,Nexus Ventures Inc,Semiconductors,small,peak
0.0396,-0.0197,-0.024,0.9928,0.7281,0.9138,0.4952,2.7282,1.2379,-0.0086,0.0002,-0.1393,1,COMP_04301,Apex Brands Holdings,Logistics,small,contraction
-0.0804,0.15,0.06,1.0602,0.5714,0.5194,0.8458,1.2,0.8317,0.0263,0.0394,-0.2669,1,COMP_05570,Advanced Manufacturing PLC,Biotechnology,small,peak
-0.0327,0.0316,0.06,1.0369,0.6767,0.6797,0.3605,2.2633,2.6012,-0.0695,-0.1111,0.0367,1,COMP_07942,Premier Systems Holdings,Media,micro,peak
0.1792,0.0643,0.0508,1.8228,0.8482,1.3903,0.9201,0.8287,2.7023,-0.0254,-0.0123,0.1385,0,COMP_04165,Pioneer Materials Group,Agriculture,small,expansion
0.0726,0.15,-0.026,0.6748,0.7275,1.0097,0.6526,1.4129,1.3239,-0.0704,-0.0075,-0.1602,1,COMP_05972,Quantum Products Corp,Consumer Goods,small,peak
0.0913,0.3342,0.0561,1.2157,1.3797,0.7699,0.7456,0.7571,2.8731,0.0182,0.0419,0.058,0,COMP_03580,Pioneer Labs Holdings,Manufacturing,medium,trough
0.2108,0.2531,0.0104,1.5796,1.7449,1.0559,0.6246,1.2705,4.3777,0.0431,0.0309,0.0598,0,COMP_02833,Sterling Ventures Corp,Construction,large,contraction
-0.0101,0.0438,-0.0159,0.752,0.6551,0.6483,0.6765,3.5241,1.671,-0.0143,-0.0329,-0.1327,1,COMP_05450,Heritage Corp Inc,Telecommunications,micro,expansion
0.142,0.2774,0.0109,0.7154,1.8292,2.183,1.483,1.1751,2.1259,0.0864,0.0707,0.1843,0,COMP_03473,Crown Networks Ltd,Utilities,large,expansion
-0.0123,-0.0727,0.0044,0.2958,0.6045,0.4836,0.573,3.3987,1.1728,-0.0228,-0.0288,-0.0783,1,COMP_06328,Prime Solutions Inc,Manufacturing,large,contraction
0.0633,0.1931,0.0553,1.1015,0.3195,1.0651,0.6065,2.3166,1.5,0.0379,0.0401,0.0194,0,COMP_00138,Integrated Retail Ltd,Real Estate,micro,trough
-0.1236,-0.1109,-0.0707,0.7813,0.4296,0.4092,0.2284,4.2761,1.5133,-0.0945,-0.0444,-0.0455,1,COMP_07044,Pacific Associates Co,Construction,small,trough
-0.1394,0.15,-0.0474,0.8312,0.6904,1.4269,0.8296,3.747,1.4065,-0.0012,-0.0629,-0.1973,1,COMP_04893,Frontier Instruments Inc,Automotive,large,expansion
0.2321,0.1887,0.054,2.5545,0.4208,1.4582,0.8277,1.2632,1.9738,0.0766,0.0654,0.1024,0,COMP_02181,Paramount Materials LLC,Semiconductors,small,expansion
-0.1069,-0.1957,0.0199,0.05,0.7172,1.2142,0.8224,3.3218,1.3494,0.0245,-0.0137,-0.0828,1,COMP_07731,Liberty Pharma Group,Oil & Gas,large,expansion
0.0682,0.3033,0.0703,1.3783,0.5318,1.2038,0.6871,1.8018,6.3119,0.0378,0.0447,0.0723,0,COMP_03178,Metro Trade PLC,Oil & Gas,small,trough
0.0677,0.0829,-0.0042,0.6143,0.8142,0.9389,0.6141,5.7212,1.5029,-0.0359,0.0027,-0.0821,1,COMP_04855,Summit Components Group,Utilities,large,contraction
0.0327,0.0289,-0.0074,1.085,0.5666,1.2936,0.5078,1.9102,1.726,0.0263,0.027,-0.0675,1,COMP_04638,Atlantic International Ltd,Logistics,small,peak
-0.0594,-0.0333,-0.0617,0.8205,0.3227,0.72,0.2454,1.4799,0.4853,-0.008,-0.0131,-0.0093,1,COMP_05116,Pacific Analytics Co,Software,medium,trough
-0.1161,-0.1168,0.0016,0.7066,0.4772,1.0177,0.4549,2.1699,1.3472,-0.0652,0.0353,-0.2157,1,COMP_07649,Pacific Partners Inc,Manufacturing,micro,expansion
-0.0427,-0.0649,-0.0393,0.7192,0.5763,0.6414,0.3274,6.0515,1.1926,-0.0529,-0.0422,-0.084,1,COMP_04262,Sterling Ventures Group,Utilities,small,contraction
0.0296,0.1649,-0.0093,1.7357,0.8174,0.945,0.525,0.8064,1.5,0.0212,0.0218,0.0464,0,COMP_01332,Crown Trade International,Biotechnology,small,peak
-0.0477,-0.0203,0.06,0.5872,1.0136,0.8644,0.5588,1.4004,0.8004,0.0088,-0.0232,-0.0632,1,COMP_07003,Innovative Power SA,Pharmaceuticals,micro,contraction
-0.0996,0.0096,-0.0426,0.9481,0.5454,0.7033,0.5681,5.1975,1.7931,-0.0268,-0.0116,-0.0316,1,COMP_06942,Premier Industries Corp,Utilities,small,trough
0.0757,0.2285,0.0273,2.0,0.5914,1.5908,1.4218,0.57,2.0034,0.066,0.0632,0.124,0,COMP_08018,Pioneer Corp Co,Technology,medium,expansion
-0.0607,-0.0462,-0.0,0.3055,0.426,1.1691,0.0861,3.1815,1.5372,-0.0307,0.0078,-0.0199,1,COMP_06242,Core Materials Ltd,Mining,enterprise,peak
0.1108,0.2044,-0.0084,1.1034,0.7262,0.8833,0.6417,1.7774,2.3752,-0.006,0.0094,0.012,1,COMP_09988,National Works Group,Transportation,medium,trough
-0.142,0.0041,0.0179,0.5062,0.4743,0.889,0.5053,8.7069,2.2752,0.0021,-0.0053,-0.0725,1,COMP_06882,Horizon Works LLC,Insurance,large,contraction
-0.121,-0.1096,-0.0492,0.2728,0.555,0.265,0.4243,5.3996,0.6259,-0.0575,-0.0318,-0.0533,1,COMP_04531,Pacific International Ltd,Automotive,medium,trough
-0.0186,-0.0585,-0.0137,0.814,0.6565,0.8534,0.5129,4.5733,1.2404,-0.0661,-0.0357,-0.1134,1,COMP_04674,Metro Development International,Utilities,medium,expansion
-0.1935,-0.1428,0.06,0.8666,0.4273,1.1234,0.766,7.1491,1.1234,-0.1019,-0.0602,-0.2463,1,COMP_06997,Peak Enterprises LLC,Financial Services,medium,expansion
0.1591,0.3895,0.1011,1.1629,0.5815,1.6242,1.2857,0.7888,6.3867,0.021,0.0261,0.0405,0,COMP_01253,Peak Commerce Ltd,Logistics,medium,contraction
0.2277,0.1718,0.105,2.5431,1.5297,1.6709,0.8965,1.1401,2.9374,0.0756,0.0442,0.12,0,COMP_03375,Sterling Instruments Ltd,Mining,medium,contraction
0.158,0.3057,0.0753,1.5493,0.898,1.8146,1.3045,1.0979,3.5129,0.0273,0.0303,0.0395,0,COMP_02815,Heritage Energy Holdings,Renewable Energy,medium,contraction
0.0055,0.0325,-0.0433,0.4098,0.446,0.7567,0.449,4.5451,1.7272,-0.0335,-0.0174,-0.1115,1,COMP_04720,Vanguard Works Inc,Pharmaceuticals,medium,trough
0.12,0.15,0.0597,0.696,0.4027,0.7071,0.5467,3.5667,1.9579,-0.0588,-0.0757,-0.0435,1,COMP_06545,Zenith Associates LLC,Hospitality,medium,contraction
-0.0377,0.0079,0.0389,0.7415,0.6533,1.0277,0.3548,5.6678,0.5186,-0.0823,-0.0524,-0.022,1,COMP_04859,Eagle Labs Ltd,REIT,small,expansion
0.0504,0.1033,0.0202,0.05,0.6035,1.0853,0.7612,1.8392,2.1752,-0.0153,0.037,0.0455,1,COMP_07902,Advanced Dynamics International,Entertainment,medium,expansion
0.1506,0.1576,0.0378,0.694,0.9411,1.5979,0.7655,2.1002,0.9968,-0.013,-0.0105,0.0244,1,COMP_08581,Paramount Networks International,Retail,small,contraction
0.0647,0.078,-0.0355,0.35,0.656,1.2469,1.0457,3.2452,1.5384,-0.0433,0.0115,-0.0066,0,COMP_08428,Legacy Networks LLC,Airlines,micro,trough
0.1672,0.2133,0.003,0.911,0.3,1.8317,1.8161,1.1624,1.5,0.0577,0.0382,-0.0198,0,COMP_01078,Premier International Corp,Hospitality,small,expansion
-0.0251,0.0231,-0.0084,0.1981,0.6812,1.3129,0.1581,2.537,0.1306,-0.0113,-0.0786,-0.2089,1,COMP_04364,Zenith Group Holdings,Automotive,small,expansion
0.0769,0.181,-0.0248,1.385,0.4883,0.765,0.4594,1.5917,1.5,0.0143,-0.009,0.0329,0,COMP_00771,Royal Works PLC,Hospitality,small,trough
0.1129,0.1635,0.0413,2.0,0.894,0.8257,0.9151,0.9248,2.0139,0.0378,0.0394,0.009,1,COMP_08866,Liberty Development Holdings,Software,micro,contraction
0.0916,0.2061,0.0598,0.7917,0.9972,0.99,0.55,1.945,1.5,0.0361,0.0103,0.1072,0,COMP_00250,Pioneer Digital SA,REIT,medium,expansion
0.0278,0.0904,-0.0417,1.1326,0.7856,0.6742,0.4896,3.4351,1.3732,-0.0348,-0.035,-0.1019,1,COMP_07240,Nova Group PLC,Telecommunications,small,contraction
0.2471,0.3241,0.1044,1.9877,1.4078,1.8922,1.1154,0.7839,2.4888,0.0363,0.0283,0.1109,0,COMP_03420,Innovative Capital Group,Entertainment,large,contraction
0.0045,-0.0917,-0.0178,0.7499,0.5116,0.8806,0.7406,2.6478,0.6962,-0.0505,-0.0381,-0.0585,1,COMP_04977,Prime Dynamics Ltd,Consumer Goods,enterprise,expansion
0.0532,0.0935,-0.012,0.3366,0.5993,0.4193,0.4544,2.2281,1.7709,-0.0475,0.002,-0.1807,1,COMP_04545,Atlantic Associates Group,Pharmaceuticals,small,contraction
-0.0112,0.0337,-0.0439,0.6289,0.4272,1.1471,0.7959,5.99,1.2452,-0.0422,-0.0338,-0.182,1,COMP_05566,Liberty Enterprises SA,Utilities,medium,expansion
-0.1487,-0.2075,0.0284,0.7233,0.5497,1.3936,0.358,4.0484,2.3298,0.0031,-0.1044,-0.0075,1,COMP_07940,Innovative Works Co,Renewable Energy,small,expansion
0.1554,0.2964,0.0983,2.1977,1.6564,0.9918,1.2922,0.8968,2.4615,0.0223,0.051,0.0005,0,COMP_00717,Pacific Pharma Inc,Entertainment,large,expansion
0.0593,0.1978,0.0147,1.3503,0.9907,1.5545,1.1753,1.7216,1.9936,0.0219,-0.007,-0.0354,1,COMP_09653,Premier Resources International,Consumer Goods,medium,expansion
0.0202,0.257,0.021,0.5,1.2888,0.765,1.0937,2.7435,3.9996,0.0443,0.0422,0.0807,0,COMP_02049,Pacific Consulting Holdings,Banking,medium,trough
-0.2355,0.1496,-0.1337,0.5377,0.6993,0.6536,0.854,2.374,1.769,-0.1656,-0.0151,0.0318,1,COMP_05998,Precision Retail Group,Pharmaceuticals,medium,expansion
-0.0105,-0.0304,0.06,0.673,0.2886,0.3396,0.2139,9.7771,1.8574,-0.0463,0.002,-0.0975,1,COMP_06601,Prime Solutions SA,Financial Services,medium,trough
0.0684,0.062,0.06,0.7009,0.5265,0.6602,0.3396,6.6997,1.4342,-0.0142,-0.0265,-0.0994,1,COMP_07246,Peak Pharma LLC,Real Estate,small,contraction
0.1302,0.1175,0.055,1.3324,0.3,0.7885,0.7052,2.2269,1.5,0.0193,0.0054,0.0268,0,COMP_04179,Zenith Materials Group,Utilities,small,trough
-0.2509,-0.0433,0.06,0.674,0.5417,1.2967,0.3741,2.3168,0.171,-0.1128,-0.0366,-0.2163,1,COMP_04810,Advanced Manufacturing Ltd,Mining,large,peak
0.1243,0.28,0.0406,1.9255,0.7458,1.3862,0.8134,1.1359,4.2745,-0.0013,0.0244,-0.0045,1,COMP_09483,Nexus Products International,Semiconductors,medium,contraction
0.0358,-0.2173,0.0289,0.336,0.4749,1.1953,0.3519,5.9144,0.05,-0.0954,0.0215,0.0001,1,COMP_07141,Precision Power Holdings,Airlines,large,contraction
-0.1079,0.15,0.006,0.1924,0.5088,0.9793,0.862,4.1382,1.2737,-0.0291,-0.0149,-0.0483,1,COMP_07191,Eagle Trade Ltd,Energy,medium,trough
0.0758,0.2842,0.0671,1.0567,0.5677,1.1741,0.425,1.8513,1.5461,0.0007,0.0011,0.0078,0,COMP_01461,Titan Dynamics International,REIT,small,trough
-0.1469,0.1323,-0.0379,1.1261,0.3807,1.1853,0.672,6.0972,1.8737,0.0143,-0.0482,-0.131,1,COMP_05990,Phoenix International LLC,Airlines,small,contraction
0.1363,0.2812,0.0147,1.3134,1.0594,0.8105,0.6661,0.739,1.5,0.0195,0.0531,0.0723,0,COMP_02001,Horizon Group LLC,Media,medium,contraction
0.1381,0.0849,0.0021,1.1769,0.4466,1.2728,1.2279,1.8502,2.7772,-0.0256,0.0258,0.1057,0,COMP_08176,Crown Labs Group,Manufacturing,small,expansion
0.27,0.1862,0.1011,2.9363,1.1306,2.3193,0.5707,0.4292,8.1807,0.107,0.1423,0.0898,0,COMP_00405,Global Ventures Co,Pharmaceuticals,medium,expansion
0.0875,0.0139,0.1171,1.15,1.864,1.6549,1.411,1.5896,1.5,0.0425,0.0911,0.1635,0,COMP_00385,Pacific Resources Group,Insurance,large,expansion
0.1836,0.28,0.08,1.642,0.25,1.5655,1.2564,2.238,2.3582,0.0207,0.0089,-0.0984,1,COMP_09449,National Logistics SA,Entertainment,small,peak
0.019,0.1037,0.0659,1.8549,0.8846,0.6979,0.5099,1.2155,2.7588,0.0238,0.0033,0.0791,1,COMP_09488,Delta Consulting Holdings,Pharmaceuticals,large,contraction
0.1873,0.1153,0.0419,1.1128,0.7044,2.3665,0.55,1.1529,1.5,-0.0199,0.0145,0.0398,0,COMP_01634,Zenith Instruments PLC,Retail,micro,expansion
0.1267,0.1426,0.0304,1.4969,0.7103,1.0822,0.7143,1.4038,0.9825,0.0138,-0.0142,-0.0057,0,COMP_09854,Peak Commerce Ltd,Logistics,micro,trough
-0.1289,0.073,-0.0534,0.334,0.6836,1.6152,0.7052,3.7545,2.4617,0.0247,-0.1121,-0.0327,1,COMP_04785,Apex Development SA,Airlines,medium,expansion
0.1843,-0.0179,-0.0178,0.4993,0.9803,1.6696,0.3308,1.7552,1.3716,-0.0043,0.0165,-0.0129,0,COMP_09457,Metro Products Group,Airlines,small,trough
-0.0572,-0.1624,-0.0291,0.9398,0.6443,0.7624,0.3777,1.9844,2.1103,0.0117,-0.0389,0.0469,1,COMP_06971,Eagle Resources PLC,Energy,micro,trough
0.1063,0.235,0.0387,0.5,0.4109,0.81,0.62,2.5462,1.5,0.0268,0.0156,0.0679,0,COMP_03926,Legacy Brands Holdings,Insurance,small,contraction
0.1257,0.0,0.0278,1.7382,0.3,1.0214,1.2486,2.0263,4.3481,0.0164,0.0263,0.0815,0,COMP_04159,Integrated Solutions Ltd,Consumer Goods,small,trough
0.0188,-0.0415,-0.0046,0.7851,0.5715,0.6186,0.5054,2.6447,0.8919,-0.0387,-0.0217,-0.0696,1,COMP_07450,Paramount Energy LLC,Manufacturing,large,trough
0.0468,0.0287,-0.0131,1.4294,0.8984,1.398,0.4547,1.4765,1.737,0.0351,0.0322,-0.0136,1,COMP_08416,Eagle International Holdings,E-Commerce,large,trough
0.0284,0.2067,0.056,0.6244,0.9939,1.2375,1.2142,2.5223,5.3723,0.0074,0.0687,0.0869,0,COMP_02194,Royal Development Group,Insurance,medium,contraction
0.079,0.2994,0.0861,1.7162,1.2939,2.4976,1.1424,0.5936,4.2453,0.0619,0.0701,0.1813,0,COMP_01016,Frontier Dynamics Ltd,Energy,medium,expansion
-0.0646,0.1376,0.009,0.8237,0.43,0.8922,0.9293,2.7922,1.1212,-0.0493,-0.005,0.0197,1,COMP_05125,Quantum Services Ltd,Telecommunications,large,peak
0.0804,-0.0689,-0.0193,0.5855,0.2693,0.7645,0.4916,2.2508,2.7171,-0.0243,-0.024,-0.0408,1,COMP_07419,Integrated Med PLC,Pharmaceuticals,micro,trough
0.0634,-0.0729,-0.0266,0.5328,0.2644,0.3534,0.2841,9.2295,1.2231,-0.0459,-0.0296,0.0254,1,COMP_07410,Vertex Power International,Banking,medium,contraction
0.1223,0.0195,0.0659,1.4196,0.6232,1.3717,0.6537,2.0263,2.2589,0.0095,-0.0018,0.0151,0,COMP_08990,Frontier Solutions Co,Manufacturing,large,contraction
0.1977,0.2943,0.0982,1.2745,1.8725,1.5506,1.4915,0.9934,5.3884,0.1489,0.0756,0.0911,0,COMP_02872,Delta Power Group,Oil & Gas,large,peak
0.3076,0.3229,0.0355,2.4432,1.9773,1.3799,0.8999,0.5602,2.9939,0.0123,0.0598,0.0719,0,COMP_00010,Crown Partners Corp,E-Commerce,enterprise,trough
0.1239,0.3392,0.077,1.7696,1.6045,1.2863,0.9332,1.7401,1.5,0.0551,0.0225,-0.0021,0,COMP_01839,Global Trade Holdings,REIT,large,peak
-0.0112,-0.1181,-0.0211,0.8714,0.4599,0.8988,0.7288,3.2585,1.2056,-0.0627,-0.005,-0.1284,1,COMP_04805,National Retail SA,Utilities,small,expansion
0.044,0.1163,0.0561,1.4605,0.6331,0.945,0.5511,1.4266,1.5,0.0074,0.0111,0.0229,0,COMP_00256,National Group PLC,Airlines,small,peak
0.0389,-0.2301,0.0313,0.5016,0.7451,0.8093,0.4966,9.8659,1.0766,-0.0564,-0.004,-0.0531,1,COMP_07027,Crown Solutions International,Financial Services,medium,trough
-0.0154,0.145,-0.01,1.3096,0.8101,1.1396,0.9392,1.5028,2.8,-0.0573,-0.0859,-0.0716,1,COMP_05714,Vista Dynamics Inc,Semiconductors,small,contraction
0.1279,0.2464,0.0578,1.0753,1.2832,1.4174,1.3495,1.2806,1.7315,0.0529,-0.0143,0.05,0,COMP_03325,Pacific Brands International,Hospitality,medium,expansion
-0.1319,0.1222,-0.0146,1.1976,0.3495,1.3113,0.8017,3.777,1.4428,0.0247,-0.0506,-0.1034,1,COMP_07715,Vanguard Resources PLC,Renewable Energy,medium,expansion
0.1566,0.3005,0.1323,2.1462,0.888,0.9377,0.7298,1.0408,6.6852,0.0174,0.0337,0.1164,0,COMP_01582,Sterling Manufacturing Co,Semiconductors,medium,contraction
0.2145,0.0034,-0.0041,2.6134,0.837,0.8131,0.7574,1.0567,1.5,0.041,0.0006,0.0249,0,COMP_00925,Premier Holdings Corp,Biotechnology,medium,trough
0.0254,0.2026,0.0741,1.2516,1.1529,0.945,0.9413,1.2194,3.0415,0.0684,0.0245,0.1202,0,COMP_02780,National Components International,Mining,medium,peak
-0.1165,-0.1565,0.0092,0.7287,0.5503,0.6056,0.5459,8.6433,1.2306,0.0117,-0.0147,-0.1052,1,COMP_07892,Sterling Manufacturing Holdings,REIT,large,trough
0.0067,-0.2065,-0.0105,1.1238,0.6922,0.8676,0.5443,6.9492,2.6485,-0.0389,-0.0378,-0.1219,1,COMP_06133,Horizon Digital International,Real Estate,small,trough
-0.1219,-0.2067,-0.0313,0.4027,0.6469,0.611,0.5184,8.0,1.52,-0.1193,-0.0063,-0.1393,1,COMP_05321,Core Instruments LLC,Banking,medium,peak
0.0039,-0.1362,-0.0727,0.3925,0.7973,0.7746,0.6036,4.1305,2.1118,-0.0618,-0.0148,-0.0833,1,COMP_07313,Premier Enterprises SA,Pharmaceuticals,small,trough
0.0429,-0.264,-0.1027,0.4298,0.1,0.5013,0.2429,8.0,0.05,-0.0942,-0.0076,-0.2931,1,COMP_07103,Atlantic Digital Inc,Banking,medium,peak
-0.0578,-0.352,-0.0303,0.6923,0.5413,1.6084,0.8651,2.8218,2.1221,-0.0891,-0.0473,-0.2713,1,COMP_06043,Nexus Networks SA,Renewable Energy,medium,expansion
0.1108,0.2494,0.084,0.9084,0.7861,1.32,0.5749,1.5835,6.4981,0.0687,0.0345,0.0634,0,COMP_03776,Titan Management PLC,Real Estate,small,contraction
0.0837,0.1424,0.0549,0.05,0.662,0.6796,0.44,2.6937,0.4413,-0.074,-0.0093,-0.0667,1,COMP_04836,Alpha Instruments International,Automotive,medium,trough
-0.2374,-0.0243,-0.0568,0.8077,0.8975,1.1953,0.7786,2.3149,2.8,-0.1008,-0.0145,0.041,1,COMP_04965,Paramount Enterprises Ltd,Renewable Energy,micro,contraction
0.1174,0.2529,0.063,1.688,0.3,1.5322,1.0311,1.1307,4.5663,0.0506,0.0546,0.0881,0,COMP_00540,Sterling Energy PLC,Media,micro,contraction
-0.0239,-0.1225,-0.0387,0.7697,0.4289,1.0727,0.4209,4.2154,1.1608,-0.0045,-0.0136,-0.047,1,COMP_07484,Sterling Associates SA,Manufacturing,small,contraction
0.1848,0.3316,0.0572,1.6453,1.7585,1.4466,1.0273,0.9146,3.1463,0.0601,0.0267,0.0054,0,COMP_02746,Peak Components Inc,Construction,large,trough
0.2774,0.1079,0.0261,1.3402,2.4444,1.4599,1.3742,0.9763,1.6538,0.0397,0.0627,0.0696,0,COMP_03720,Nova Systems International,Agriculture,enterprise,expansion
-0.0158,0.15,0.0237,1.4,0.5907,1.0319,1.1858,3.9117,0.5896,-0.1134,-0.077,0.0496,1,COMP_06820,Heritage Resources SA,Energy,medium,expansion
0.0922,-0.0532,0.0208,0.9754,0.7758,1.8612,1.058,1.7643,1.5328,-0.0243,0.0213,0.0197,1,COMP_09338,American Tech Holdings,Transportation,large,expansion
0.0709,-0.0026,-0.0001,1.1096,0.3473,0.8266,0.4121,4.162,0.05,-0.099,-0.1157,-0.2985,1,COMP_04469,Nova Ventures Corp,Entertainment,micro,expansion
0.1331,0.2278,0.0885,1.5186,1.0226,2.0414,0.9584,0.8415,2.4052,0.0471,0.0238,0.0863,0,COMP_00668,Royal Med Holdings,Retail,medium,peak
-0.0059,0.0202,0.0063,0.413,0.4948,0.9771,0.4086,6.5657,1.9209,0.0225,-0.0268,-0.178,1,COMP_07576,National Retail Corp,REIT,medium,expansion
-0.0194,0.1435,0.0533,0.9253,0.8708,0.9811,0.5721,2.2085,1.0619,-0.0151,0.0204,-0.0053,1,COMP_08550,Royal Tech Group,Logistics,micro,trough
0.0391,0.0081,0.0238,0.7459,0.5719,0.5022,0.5999,6.7381,1.3434,-0.0522,-0.0369,-0.0352,1,COMP_05064,Heritage Networks International,Real Estate,medium,peak
0.4017,0.2509,0.098,2.524,1.4277,1.2587,1.5912,0.7061,7.0411,0.0589,0.0822,0.1934,0,COMP_01354,Premier Energy LLC,Healthcare,medium,expansion
0.0248,0.0074,0.0184,0.05,0.6443,1.0753,1.1835,1.9036,2.5709,-0.1151,0.0176,0.0001,1,COMP_07115,Sterling Capital Holdings,Agriculture,large,peak
0.0551,0.0384,0.0401,0.6754,0.7525,1.0799,0.8206,2.1013,1.7058,0.029,0.0139,-0.0026,1,COMP_09774,Heritage Power Group,Utilities,micro,peak
0.0639,0.1051,-0.0133,1.1309,0.9889,1.2053,0.4284,2.6198,0.4672,-0.0014,0.0063,0.0333,1,COMP_08663,Paramount Devices SA,Retail,micro,trough
0.2373,0.2907,-0.0085,2.0552,1.2359,1.6865,1.5939,0.5998,1.5,0.0593,0.048,0.0068,0,COMP_02704,Nexus Development Holdings,Agriculture,medium,contraction
0.3652,0.2018,0.1747,1.9709,2.1737,1.2474,0.7359,0.2329,5.0151,0.0324,0.0582,0.0817,0,COMP_03331,Precision Commerce Co,Semiconductors,enterprise,trough
0.0329,0.0042,0.1,0.6555,0.8469,1.4687,0.8979,1.841,1.9828,-0.0073,0.0276,0.0453,0,COMP_08054,Zenith Manufacturing LLC,Real Estate,small,expansion
0.1954,0.4259,0.0631,0.9425,0.7394,2.1179,0.5885,0.9172,4.1798,0.0588,0.02,0.0642,0,COMP_03585,Sigma Retail Inc,Entertainment,medium,contraction
0.0022,0.104,0.0075,0.35,0.7245,1.104,0.6707,2.1987,1.4661,0.0231,0.0112,-0.0102,0,COMP_09442,Frontier Enterprises Co,Utilities,medium,trough
-0.0686,0.15,0.0047,1.4,0.7086,0.8046,0.568,2.0095,0.9171,-0.0183,0.037,-0.163,1,COMP_05646,Nexus Associates Ltd,Biotechnology,medium,expansion
0.0684,0.3399,0.0629,1.3618,1.0349,1.9126,0.7189,2.3474,6.5056,0.0787,0.0238,0.1014,0,COMP_03377,Pacific Solutions Corp,Financial Services,medium,contraction
0.0718,0.1869,0.0297,1.3853,0.3,1.0017,0.7889,0.9883,3.5176,0.0071,0.0376,0.0095,0,COMP_01257,Paramount Resources Corp,Manufacturing,small,contraction
-0.1388,0.0981,-0.1389,0.9362,0.4149,0.2844,0.9392,3.3289,1.676,-0.0303,-0.0507,0.0217,1,COMP_06191,Frontier Pharma Holdings,Biotechnology,micro,contraction
0.12,-0.078,-0.0286,0.4214,0.4199,0.8351,0.2367,1.3844,1.5467,-0.0033,-0.0039,-0.0355,1,COMP_05349,Pinnacle Networks Ltd,Biotechnology,micro,contraction
0.218,0.384,0.1242,2.5804,1.9801,2.0761,1.1168,0.7499,4.9299,0.0397,0.0448,0.0665,0,COMP_04176,Advanced Networks LLC,Logistics,large,contraction
-0.1165,-0.3225,-0.0388,0.7371,0.4266,1.031,0.5011,7.5318,0.786,-0.0448,-0.0631,-0.0375,1,COMP_04911,Integrated Retail LLC,REIT,enterprise,contraction
0.1494,0.1935,0.0644,1.3562,1.3034,1.256,0.7907,0.6414,4.574,0.0533,0.0373,0.0509,0,COMP_01853,Paramount Analytics Corp,Healthcare,medium,expansion
0.0492,-0.0464,-0.0694,0.8825,0.6774,0.724,0.4976,1.3844,0.7599,-0.0034,0.0086,-0.0544,1,COMP_06317,Eagle Solutions Ltd,Logistics,medium,contraction
0.0039,0.1506,-0.0361,0.9534,0.6732,1.7077,0.7311,1.2396,0.7311,0.0168,-0.0125,0.0096,1,COMP_09855,Nova International Holdings,Manufacturing,small,expansion
0.2311,0.2645,0.0786,1.9279,0.7032,1.157,0.9522,0.6611,8.1221,0.0993,0.0503,0.0768,0,COMP_02106,Nova Bio Co,Semiconductors,small,peak
0.1363,0.1488,0.1182,2.3714,1.1286,0.99,1.3198,0.7045,8.8094,0.0534,0.0986,0.1521,0,COMP_00134,Atlantic Holdings Corp,Technology,small,expansion
0.0448,-0.0363,0.0181,0.4198,0.7129,1.1872,0.8437,3.9978,2.0621,-0.0414,0.015,-0.0961,1,COMP_05030,Freedom Development Inc,Airlines,micro,expansion
0.2926,0.1145,0.1212,2.6567,0.7643,1.1258,1.1411,0.6025,6.1015,0.0524,0.1178,0.1488,0,COMP_00929,United Systems Ltd,Software,small,expansion
0.0783,0.1504,0.0183,1.4225,0.6884,1.2861,0.9577,1.966,1.5,-0.0081,0.0105,0.0353,0,COMP_00824,Vanguard Networks Ltd,Airlines,small,contraction
